id_jogo;nacao;campeonato;ano;dia;home;away;HTHG;HTAG;FTHG;FTAG;home_goal_timings;away_goal_timings;odd_home;odd_draw;odd_away;over25;btts;endereco
OEJGoivn;BRAZIL;SERIE B;2013;24.05.2013;Sao Caetano;Ceara;0;0;0;0;[];[];2.29;3.4;3.0;2.04;1.8;https://www.flashscore.com/match/OEJGoivn/#/
xIcoWBva;BRAZIL;SERIE B;2013;24.05.2013;Oeste;Avai;0;1;1;1;[90];[5];2.8;3.3;2.5;2.0;1.73;https://www.flashscore.com/match/xIcoWBva/#/
dtXNqV8b;BRAZIL;SERIE B;2013;24.05.2013;Paysandu PA;ASA;1;1;1;1;[4];[7];2.1;3.4;3.4;2.0;1.73;https://www.flashscore.com/match/dtXNqV8b/#/
G8dkVVg5;BRAZIL;SERIE B;2013;24.05.2013;Boa;Chapecoense-SC;0;1;1;4;[73];[32, 46, 53, 68];2.5;3.2;2.88;2.29;1.91;https://www.flashscore.com/match/G8dkVVg5/#/
pOKCnXOu;BRAZIL;SERIE B;2013;25.05.2013;Palmeiras;Atletico GO;0;0;1;0;[51];[];1.67;3.4;5.0;1.8;1.73;https://www.flashscore.com/match/pOKCnXOu/#/
CzjbT9OH;BRAZIL;SERIE B;2013;25.05.2013;Joinville;Bragantino;2;0;3;0;[16, 33, 65];[];2.0;3.4;3.3;1.8;1.67;https://www.flashscore.com/match/CzjbT9OH/#/
6ck2STwO;BRAZIL;SERIE B;2013;25.05.2013;Icasa;Sport Recife;1;0;2;1;[28, 78];[90];2.29;3.3;2.8;1.95;1.73;https://www.flashscore.com/match/6ck2STwO/#/
YqifUk9B;BRAZIL;SERIE B;2013;25.05.2013;Figueirense;America RN;2;1;3;2;[37, 44, 57];[28, 90];1.6;3.6;5.25;1.73;1.73;https://www.flashscore.com/match/YqifUk9B/#/
IkYJpBgh;BRAZIL;SERIE B;2013;25.05.2013;Guaratingueta;America MG;1;0;1;0;[38];[];2.7;3.4;2.5;1.73;1.57;https://www.flashscore.com/match/IkYJpBgh/#/
K0g6RmgU;BRAZIL;SERIE B;2013;25.05.2013;ABC;Parana;0;2;0;2;[];[33, 37];2.25;3.25;3.25;2.04;1.8;https://www.flashscore.com/match/K0g6RmgU/#/
b9ggaA8o;BRAZIL;SERIE B;2013;28.05.2013;Parana;Sao Caetano;0;0;0;0;[];[];1.91;3.4;4.0;2.0;1.8;https://www.flashscore.com/match/b9ggaA8o/#/
Wbo6d8h4;BRAZIL;SERIE B;2013;28.05.2013;Sport Recife;ABC;0;0;1;0;[47];[];1.67;3.6;5.25;1.73;1.73;https://www.flashscore.com/match/Wbo6d8h4/#/
rcJqu7NT;BRAZIL;SERIE B;2013;28.05.2013;Ceara;Paysandu PA;0;0;1;0;[69];[];1.67;3.75;5.0;1.85;1.83;https://www.flashscore.com/match/rcJqu7NT/#/
nVPzsThH;BRAZIL;SERIE B;2013;28.05.2013;Avai;Guaratingueta;2;0;2;1;[9, 42];[75];1.44;4.2;7.0;1.8;1.91;https://www.flashscore.com/match/nVPzsThH/#/
p65BzRVp;BRAZIL;SERIE B;2013;28.05.2013;America RN;Icasa;1;1;1;1;[3];[16];2.2;3.4;3.2;1.85;1.73;https://www.flashscore.com/match/p65BzRVp/#/
QLOvtm8N;BRAZIL;SERIE B;2013;28.05.2013;Chapecoense-SC;Oeste;1;0;1;1;[42];[70];1.57;4.0;5.5;2.0;2.0;https://www.flashscore.com/match/QLOvtm8N/#/
h8n2clwb;BRAZIL;SERIE B;2013;28.05.2013;Bragantino;Boa;0;0;0;1;[];[79];1.44;4.2;7.0;1.67;1.83;https://www.flashscore.com/match/h8n2clwb/#/
AqccbUNi;BRAZIL;SERIE B;2013;28.05.2013;Atletico GO;Joinville;0;0;2;1;[53, 73];[76];1.75;3.6;4.5;1.8;1.73;https://www.flashscore.com/match/AqccbUNi/#/
v5MSrkO4;BRAZIL;SERIE B;2013;28.05.2013;ASA;Palmeiras;0;3;0;3;[];[8, 21, 42];3.4;3.4;2.1;2.08;1.8;https://www.flashscore.com/match/v5MSrkO4/#/
h8QWs9wB;BRAZIL;SERIE B;2013;28.05.2013;America MG;Figueirense;1;2;2;4;[43, 77];[9, 12, 60, 64];2.4;3.4;2.8;1.95;1.67;https://www.flashscore.com/match/h8QWs9wB/#/
IVyt9oxA;BRAZIL;SERIE B;2013;31.05.2013;Paysandu PA;America RN;1;1;1;1;[17];[45];2.1;3.4;3.4;1.8;1.62;https://www.flashscore.com/match/IVyt9oxA/#/
zirNhQiT;BRAZIL;SERIE B;2013;31.05.2013;Joinville;ASA;2;0;2;0;[19, 35];[];1.44;4.0;8.5;1.8;2.0;https://www.flashscore.com/match/zirNhQiT/#/
hWUllp0p;BRAZIL;SERIE B;2013;31.05.2013;Icasa;Avai;2;1;3;4;[19, 30, 55];[34, 56, 68, 85];2.5;3.3;2.75;2.08;1.8;https://www.flashscore.com/match/hWUllp0p/#/
0YkAeS7A;BRAZIL;SERIE B;2013;31.05.2013;Oeste;Parana;1;0;1;0;[20];[];2.7;3.25;2.6;2.1;1.8;https://www.flashscore.com/match/0YkAeS7A/#/
MmvJg6xN;BRAZIL;SERIE B;2013;31.05.2013;Figueirense;Sport Recife;2;0;3;2;[4, 28, 85];[48, 50];1.7;3.75;4.75;1.67;1.67;https://www.flashscore.com/match/MmvJg6xN/#/
