id_jogo;nacao;campeonato;ano;dia;home;away;HTHG;HTAG;FTHG;FTAG;home_goal_timings;away_goal_timings;odd_home;odd_draw;odd_away;over25;btts;endereco
G2egMNEK;BRAZIL;SERIE B;2016;13.05.2016;Vila Nova FC;Bragantino;1;0;3;1;[5, 58, 66];[51];2.2;3.25;3.3;2.3;1.87;https://www.flashscore.com/match/G2egMNEK/#/
Yw6lN3aE;BRAZIL;SERIE B;2016;13.05.2016;Oeste;Atletico GO;0;1;0;1;[];[20];2.75;3.2;2.55;2.25;1.75;https://www.flashscore.com/match/Yw6lN3aE/#/
nonPG1xr;BRAZIL;SERIE B;2016;13.05.2016;Tupi-MG;Goias;0;0;0;1;[];[86];2.75;3.0;2.63;2.4;1.95;https://www.flashscore.com/match/nonPG1xr/#/
M32pOqp8;BRAZIL;SERIE B;2016;14.05.2016;Sampaio Correa;Vasco;0;2;0;4;[];[13, 24, 62, 80];3.75;3.3;2.05;2.0;1.75;https://www.flashscore.com/match/M32pOqp8/#/
80zYEu7f;BRAZIL;SERIE B;2016;14.05.2016;Londrina;CRB;0;0;0;1;[];[58];2.1;3.3;3.5;2.25;1.88;https://www.flashscore.com/match/80zYEu7f/#/
U9Fb0th1;BRAZIL;SERIE B;2016;14.05.2016;Ceara;Paysandu PA;0;0;2;2;[47, 49];[75, 90];1.8;3.6;4.33;2.25;2.03;https://www.flashscore.com/match/U9Fb0th1/#/
QyoTFLil;BRAZIL;SERIE B;2016;14.05.2016;Brasil de Pelotas;Parana;1;0;2;0;[5, 68];[];2.38;3.1;3.1;2.15;1.84;https://www.flashscore.com/match/QyoTFLil/#/
M3vxEaM0;BRAZIL;SERIE B;2016;14.05.2016;Criciuma;Nautico;0;0;1;0;[52];[];2.0;3.2;4.0;2.3;1.92;https://www.flashscore.com/match/M3vxEaM0/#/
fgfcLsUQ;BRAZIL;SERIE B;2016;14.05.2016;Luverdense;Joinville;0;0;1;1;[81];[84];2.3;3.2;3.1;2.25;1.85;https://www.flashscore.com/match/fgfcLsUQ/#/
80E2a077;BRAZIL;SERIE B;2016;14.05.2016;Bahia;Avai;1;0;2;1;[45, 67];[90];1.4;4.2;9.0;2.1;2.33;https://www.flashscore.com/match/80E2a077/#/
2Fo6dTvE;BRAZIL;SERIE B;2016;17.05.2016;Bragantino;Luverdense;0;0;0;1;[];[77];1.75;3.6;4.75;2.0;1.78;https://www.flashscore.com/match/2Fo6dTvE/#/
t6pAemfK;BRAZIL;SERIE B;2016;17.05.2016;Nautico;Vila Nova FC;2;1;3;2;[17, 45, 48];[13, 50];1.91;3.6;3.8;2.1;1.83;https://www.flashscore.com/match/t6pAemfK/#/
n7NaTvMm;BRAZIL;SERIE B;2016;20.05.2016;Atletico GO;Brasil de Pelotas;0;0;1;0;[82];[];1.73;3.4;5.25;2.1;2.0;https://www.flashscore.com/match/n7NaTvMm/#/
SMtTY0bQ;BRAZIL;SERIE B;2016;20.05.2016;Goias;Londrina;0;0;1;1;[78];[54];1.55;3.6;7.0;2.25;2.25;https://www.flashscore.com/match/SMtTY0bQ/#/
QcM3Sbyf;BRAZIL;SERIE B;2016;20.05.2016;Joinville;Criciuma;0;0;0;0;[];[];2.3;3.1;3.3;2.5;2.1;https://www.flashscore.com/match/QcM3Sbyf/#/
4rYfUK6s;BRAZIL;SERIE B;2016;21.05.2016;Vasco;Tupi-MG;1;0;1;0;[38];[];1.3;5.0;11.0;1.85;2.5;https://www.flashscore.com/match/4rYfUK6s/#/
f9rLzNTD;BRAZIL;SERIE B;2016;21.05.2016;Paysandu PA;Oeste;0;1;1;1;[71];[39];1.65;3.6;5.5;2.35;2.25;https://www.flashscore.com/match/f9rLzNTD/#/
YNPBQx66;BRAZIL;SERIE B;2016;21.05.2016;Avai;Sampaio Correa;1;0;2;0;[41, 90];[];1.83;3.5;4.2;2.35;2.0;https://www.flashscore.com/match/YNPBQx66/#/
fXQ7RIj0;BRAZIL;SERIE B;2016;21.05.2016;Parana;Bahia;0;0;0;0;[];[];2.3;3.1;3.25;2.3;1.91;https://www.flashscore.com/match/fXQ7RIj0/#/
fHxpCwiD;BRAZIL;SERIE B;2016;21.05.2016;CRB;Ceara;0;0;0;3;[];[60, 88, 90];2.2;3.25;3.3;2.1;1.83;https://www.flashscore.com/match/fHxpCwiD/#/
SzM1m0DJ;BRAZIL;SERIE B;2016;24.05.2016;Sampaio Correa;Parana;0;1;1;2;[69];[33, 83];2.6;3.2;2.75;2.25;2.0;https://www.flashscore.com/match/SzM1m0DJ/#/
6RK5nKSP;BRAZIL;SERIE B;2016;24.05.2016;Oeste;CRB;0;1;2;1;[71, 87];[34];2.1;3.2;3.6;2.25;1.91;https://www.flashscore.com/match/6RK5nKSP/#/
