id_jogo;nacao;campeonato;ano;dia;home;away;HTHG;HTAG;FTHG;FTAG;home_goal_timings;away_goal_timings;odd_home;odd_draw;odd_away;over25;btts;endereco
GpdH8Ph6;BRAZIL;SERIE B;2019;26.04.2019;Operario;America MG;0;0;1;0;[64];[];3.2;3.1;2.3;2.7;2.25;https://www.flashscore.com/match/GpdH8Ph6/#/
x0pQ63NI;BRAZIL;SERIE B;2019;26.04.2019;Brasil de Pelotas;Bragantino;0;1;0;1;[];[38];3.6;3.0;2.2;2.6;2.2;https://www.flashscore.com/match/x0pQ63NI/#/
j3lU5NxP;BRAZIL;SERIE B;2019;26.04.2019;Sport Recife;Oeste;0;0;1;1;[54];[90];1.61;3.6;5.75;2.15;2.2;https://www.flashscore.com/match/j3lU5NxP/#/
n584BR8m;BRAZIL;SERIE B;2019;26.04.2019;Sao Bento;Atletico GO;0;1;1;3;[58];[41, 54, 76];2.9;3.0;2.6;2.6;2.1;https://www.flashscore.com/match/n584BR8m/#/
Y140C7gs;BRAZIL;SERIE B;2019;27.04.2019;Botafogo SP;Vitoria;0;0;3;1;[59, 81, 82];[48];2.05;3.1;4.0;2.6;2.2;https://www.flashscore.com/match/Y140C7gs/#/
GMHYGmoQ;BRAZIL;SERIE B;2019;27.04.2019;Guarani;Figueirense;0;0;0;0;[];[];2.45;3.2;2.9;2.35;2.0;https://www.flashscore.com/match/GMHYGmoQ/#/
fyeL7q8C;BRAZIL;SERIE B;2019;27.04.2019;Criciuma;Cuiaba;0;0;0;1;[];[90];1.7;3.4;5.25;2.4;2.25;https://www.flashscore.com/match/fyeL7q8C/#/
UTc9AoOg;BRAZIL;SERIE B;2019;27.04.2019;Vila Nova FC;Parana;1;0;1;1;[38];[88];2.1;3.1;3.8;2.7;2.25;https://www.flashscore.com/match/UTc9AoOg/#/
46xCU6FP;BRAZIL;SERIE B;2019;28.04.2019;CRB;Londrina;1;2;1;2;[3];[39, 44];2.05;3.0;4.0;2.6;2.2;https://www.flashscore.com/match/46xCU6FP/#/
8KdD95w0;BRAZIL;SERIE B;2019;29.04.2019;Coritiba;Ponte Preta;2;0;2;0;[19, 37];[];2.4;3.0;3.2;2.7;2.25;https://www.flashscore.com/match/8KdD95w0/#/
pvT6Jt7O;BRAZIL;SERIE B;2019;30.04.2019;America MG;Botafogo SP;0;0;0;1;[];[90];2.05;3.3;3.6;2.3;2.0;https://www.flashscore.com/match/pvT6Jt7O/#/
2sInO4hg;BRAZIL;SERIE B;2019;01.05.2019;Oeste;Guarani;1;0;2;0;[29, 75];[];2.25;2.8;3.5;2.7;2.2;https://www.flashscore.com/match/2sInO4hg/#/
6FOwQQNt;BRAZIL;SERIE B;2019;02.05.2019;Ponte Preta;Criciuma;1;0;1;1;[32];[90];1.72;3.4;5.25;2.4;2.25;https://www.flashscore.com/match/6FOwQQNt/#/
xEPbL2xC;BRAZIL;SERIE B;2019;03.05.2019;Londrina;Brasil de Pelotas;1;0;1;0;[45];[];1.9;3.25;4.2;2.35;2.1;https://www.flashscore.com/match/xEPbL2xC/#/
d4HjNO7a;BRAZIL;SERIE B;2019;03.05.2019;Atletico GO;Coritiba;1;1;1;1;[45];[16];2.05;3.1;4.0;2.35;2.0;https://www.flashscore.com/match/d4HjNO7a/#/
G4O2KMiI;BRAZIL;SERIE B;2019;04.05.2019;Figueirense;Sao Bento;0;1;2;2;[49, 86];[45, 66];1.7;3.4;5.25;2.4;2.25;https://www.flashscore.com/match/G4O2KMiI/#/
OURAI0MU;BRAZIL;SERIE B;2019;04.05.2019;Vitoria;Vila Nova FC;1;1;2;1;[26, 90];[22];2.15;3.1;3.6;2.35;2.0;https://www.flashscore.com/match/OURAI0MU/#/
fkzfMrN5;BRAZIL;SERIE B;2019;04.05.2019;Parana;CRB;1;0;1;0;[21];[];2.05;3.25;3.6;2.4;2.2;https://www.flashscore.com/match/fkzfMrN5/#/
jLuFNhJu;BRAZIL;SERIE B;2019;04.05.2019;Cuiaba;Operario;2;1;2;1;[24, 38];[14];2.1;3.2;3.6;2.4;2.0;https://www.flashscore.com/match/jLuFNhJu/#/
OjJrPpwm;BRAZIL;SERIE B;2019;06.05.2019;Bragantino;Sport Recife;1;1;1;1;[5];[22];2.0;3.1;4.2;2.4;2.1;https://www.flashscore.com/match/OjJrPpwm/#/
xxrRKj3b;BRAZIL;SERIE B;2019;09.05.2019;Sao Bento;Botafogo SP;0;0;0;1;[];[79];3.5;3.0;2.25;2.5;2.1;https://www.flashscore.com/match/xxrRKj3b/#/
dvbSIUXA;BRAZIL;SERIE B;2019;09.05.2019;Coritiba;Londrina;0;0;0;0;[];[];1.72;3.2;5.0;2.05;1.9;https://www.flashscore.com/match/dvbSIUXA/#/
boqNLWmh;BRAZIL;SERIE B;2019;10.05.2019;Bragantino;Atletico GO;1;0;3;0;[20, 47, 75];[];2.0;3.2;4.0;2.25;1.9;https://www.flashscore.com/match/boqNLWmh/#/
ImaOJAI4;BRAZIL;SERIE B;2019;10.05.2019;Vila Nova FC;Ponte Preta;0;0;0;0;[];[];2.4;3.0;3.2;3.4;2.5;https://www.flashscore.com/match/ImaOJAI4/#/
441zH82N;BRAZIL;SERIE B;2019;11.05.2019;Criciuma;America MG;0;0;0;0;[];[];2.5;3.1;3.0;2.7;2.2;https://www.flashscore.com/match/441zH82N/#/
lxw7BnQp;BRAZIL;SERIE B;2019;11.05.2019;Sport Recife;Figueirense;0;0;0;0;[];[];1.65;3.25;5.5;2.5;2.25;https://www.flashscore.com/match/lxw7BnQp/#/
j1cWHlmH;BRAZIL;SERIE B;2019;11.05.2019;Operario;Oeste;0;0;0;0;[];[];2.1;3.0;3.5;2.6;2.2;https://www.flashscore.com/match/j1cWHlmH/#/
xhWlzW2o;BRAZIL;SERIE B;2019;11.05.2019;Cuiaba;Parana;0;1;1;1;[89];[2];1.95;3.1;4.2;2.5;2.2;https://www.flashscore.com/match/xhWlzW2o/#/
nTjuGSHT;BRAZIL;SERIE B;2019;11.05.2019;Brasil de Pelotas;CRB;0;1;0;2;[];[32, 47];2.15;2.9;3.4;2.7;2.37;https://www.flashscore.com/match/nTjuGSHT/#/
4OqJMCYo;BRAZIL;SERIE B;2019;13.05.2019;Guarani;Vitoria;1;1;3;2;[36, 54, 55];[30, 90];2.4;3.1;2.8;2.4;2.1;https://www.flashscore.com/match/4OqJMCYo/#/
