id_jogo;nacao;campeonato;ano;dia;home;away;HTHG;HTAG;FTHG;FTAG;home_goal_timings;away_goal_timings;odd_home;odd_draw;odd_away;over25;btts;endereco
6kRpLzG7;BRAZIL;SERIE B;2021;28.05.2021;Brasil de Pelotas;Londrina;0;0;0;0;[];[];2.82;2.92;2.67;2.5;2.11;https://www.flashscore.com/match/6kRpLzG7/#/
ANXyNdoe;BRAZIL;SERIE B;2021;28.05.2021;Guarani;Vitoria;1;1;1;1;[29];[9];2.1;3.15;3.65;2.22;1.95;https://www.flashscore.com/match/ANXyNdoe/#/
WWYXNxWl;BRAZIL;SERIE B;2021;28.05.2021;Vila Nova FC;Botafogo RJ;0;0;1;1;[53];[59];3.05;2.95;2.47;2.67;2.32;https://www.flashscore.com/match/WWYXNxWl/#/
SbStMG01;BRAZIL;SERIE B;2021;28.05.2021;Nautico;CSA;1;0;1;0;[26];[];1.93;3.35;4.0;2.2;2.01;https://www.flashscore.com/match/SbStMG01/#/
xAZTOIGr;BRAZIL;SERIE B;2021;29.05.2021;Vasco;Operario;0;2;0;2;[];[8, 43];1.75;3.5;4.65;2.15;2.11;https://www.flashscore.com/match/xAZTOIGr/#/
KhFSqKh8;BRAZIL;SERIE B;2021;29.05.2021;CRB;Remo;1;2;2;2;[27, 89];[11, 22];2.1;3.2;3.55;2.32;2.1;https://www.flashscore.com/match/KhFSqKh8/#/
fB7usIxR;BRAZIL;SERIE B;2021;29.05.2021;Confianca;Cruzeiro;1;0;3;1;[33, 72, 80];[56];4.05;3.0;2.05;2.67;2.37;https://www.flashscore.com/match/fB7usIxR/#/
YeJWrv8E;BRAZIL;SERIE B;2021;29.05.2021;Coritiba;Avai;1;0;2;0;[14, 54];[];2.47;2.87;3.15;2.55;2.19;https://www.flashscore.com/match/YeJWrv8E/#/
GK8yrbNK;BRAZIL;SERIE B;2021;30.05.2021;Brusque;Ponte Preta;1;0;2;1;[45, 50];[65];2.45;3.0;3.0;2.45;2.1;https://www.flashscore.com/match/GK8yrbNK/#/
C496xxor;BRAZIL;SERIE B;2021;31.05.2021;Sampaio Correa;Goias;0;0;0;0;[];[];3.2;2.92;2.42;2.57;2.14;https://www.flashscore.com/match/C496xxor/#/
zqrEeHiK;BRAZIL;SERIE B;2021;01.06.2021;Operario;Guarani;1;3;2;5;[28, 58];[8, 26, 30, 50, 90];2.37;2.92;3.25;2.67;1.99;https://www.flashscore.com/match/zqrEeHiK/#/
YJcFzGFf;BRAZIL;SERIE B;2021;04.06.2021;Goias;Confianca;1;0;2;0;[16, 52];[];2.05;3.1;3.85;2.57;2.1;https://www.flashscore.com/match/YJcFzGFf/#/
Kz0RXDaD;BRAZIL;SERIE B;2021;05.06.2021;Londrina;Brusque;0;1;0;1;[];[25];2.37;2.92;3.25;2.65;2.31;https://www.flashscore.com/match/Kz0RXDaD/#/
dhqAdcxE;BRAZIL;SERIE B;2021;05.06.2021;CSA;Sampaio Correa;0;0;0;0;[];[];1.98;3.15;4.0;2.45;2.1;https://www.flashscore.com/match/dhqAdcxE/#/
nNNlkFUm;BRAZIL;SERIE B;2021;05.06.2021;Remo;Brasil de Pelotas;1;0;1;0;[27];[];1.72;3.25;5.4;2.55;2.38;https://www.flashscore.com/match/nNNlkFUm/#/
