id_jogo;nacao;campeonato;ano;dia;home;away;HTHG;HTAG;FTHG;FTAG;home_goal_timings;away_goal_timings;odd_home;odd_draw;odd_away;over25;btts;endereco
S0Pw2KKk;BRAZIL;SERIE B;2020;07.08.2020;Cuiaba;Brasil de Pelotas;0;0;0;0;[];[];1.75;3.3;5.0;2.7;2.5;https://www.flashscore.com/match/S0Pw2KKk/#/
GQLZ205q;BRAZIL;SERIE B;2020;07.08.2020;Confianca;Parana;0;1;2;2;[73, 90];[45, 64];2.3;2.9;3.1;3.4;2.62;https://www.flashscore.com/match/GQLZ205q/#/
Whp38MsM;BRAZIL;SERIE B;2020;08.08.2020;Juventude;CRB;1;1;2;1;[35, 57];[2];2.3;3.1;3.0;2.7;2.25;https://www.flashscore.com/match/Whp38MsM/#/
2Jua92SF;BRAZIL;SERIE B;2020;08.08.2020;Operario;Figueirense;1;0;3;1;[38, 48, 55];[79];2.3;3.0;2.87;2.87;2.37;https://www.flashscore.com/match/2Jua92SF/#/
Aqq77tcS;BRAZIL;SERIE B;2020;08.08.2020;Vitoria;Sampaio Correa;1;0;1;0;[20];[];1.66;3.25;4.75;2.35;2.25;https://www.flashscore.com/match/Aqq77tcS/#/
z700l1jj;BRAZIL;SERIE B;2020;08.08.2020;Cruzeiro;Botafogo SP;0;0;2;1;[63, 88];[86];1.5;3.6;5.75;2.3;2.37;https://www.flashscore.com/match/z700l1jj/#/
Eca4mL5d;BRAZIL;SERIE B;2020;08.08.2020;Avai;Nautico;2;0;3;1;[25, 40, 90];[68];1.95;3.2;3.8;2.4;2.1;https://www.flashscore.com/match/Eca4mL5d/#/
t4ijBOc3;BRAZIL;SERIE B;2020;08.08.2020;Ponte Preta;America MG;0;1;0;1;[];[43];2.55;3.0;2.62;2.7;2.25;https://www.flashscore.com/match/t4ijBOc3/#/
S0mnC4rc;BRAZIL;SERIE B;2020;08.08.2020;CSA;Guarani;1;0;1;0;[17];[];0;0;0;0;0;https://www.flashscore.com/match/S0mnC4rc/#/
OSteArD9;BRAZIL;SERIE B;2020;09.08.2020;Oeste;Chapecoense-SC;0;0;0;0;[];[];3.0;3.0;2.3;2.7;2.2;https://www.flashscore.com/match/OSteArD9/#/
GppHFwkk;BRAZIL;SERIE B;2020;11.08.2020;Sampaio Correa;Juventude;0;0;0;1;[];[54];3.0;3.0;2.5;3.1;2.25;https://www.flashscore.com/match/GppHFwkk/#/
6BboLaRR;BRAZIL;SERIE B;2020;11.08.2020;Brasil de Pelotas;Ponte Preta;0;0;1;1;[84];[61];4.75;3.4;1.7;3.1;2.75;https://www.flashscore.com/match/6BboLaRR/#/
Aq5xNLdF;BRAZIL;SERIE B;2020;11.08.2020;Botafogo SP;Confianca;1;0;2;0;[8, 68];[];2.4;3.0;3.25;2.87;2.37;https://www.flashscore.com/match/Aq5xNLdF/#/
On9tMuCL;BRAZIL;SERIE B;2020;11.08.2020;Parana;Avai;0;0;1;0;[86];[];3.3;2.87;2.45;2.87;2.25;https://www.flashscore.com/match/On9tMuCL/#/
GM5YN1s9;BRAZIL;SERIE B;2020;11.08.2020;Guarani;Cruzeiro;1;2;2;3;[3, 73];[7, 30, 75];3.6;3.0;2.2;2.5;2.1;https://www.flashscore.com/match/GM5YN1s9/#/
8KpDGJZr;BRAZIL;SERIE B;2020;11.08.2020;Nautico;Operario;0;0;0;0;[];[];2.25;3.2;3.2;2.3;2.0;https://www.flashscore.com/match/8KpDGJZr/#/
0ENo0bk2;BRAZIL;SERIE B;2020;11.08.2020;Figueirense;Vitoria;0;0;0;0;[];[];2.9;2.9;2.6;2.5;2.1;https://www.flashscore.com/match/0ENo0bk2/#/
MNOs1vzd;BRAZIL;SERIE B;2020;11.08.2020;America MG;Cuiaba;0;0;0;1;[];[50];2.05;3.1;4.0;2.6;2.2;https://www.flashscore.com/match/MNOs1vzd/#/
xW6UOsS2;BRAZIL;SERIE B;2020;12.08.2020;CRB;Oeste;0;0;1;0;[79];[];1.9;3.2;4.0;3.4;2.62;https://www.flashscore.com/match/xW6UOsS2/#/
x0YPDHJ1;BRAZIL;SERIE B;2020;14.08.2020;America MG;Operario;1;0;1;1;[10];[90];1.8;3.1;5.0;2.5;2.25;https://www.flashscore.com/match/x0YPDHJ1/#/
rcPFzuRE;BRAZIL;SERIE B;2020;14.08.2020;Ponte Preta;Vitoria;2;2;3;3;[29, 34, 80];[8, 38, 90];2.0;3.1;4.2;2.6;2.2;https://www.flashscore.com/match/rcPFzuRE/#/
xbslIWAm;BRAZIL;SERIE B;2020;14.08.2020;Parana;Juventude;2;1;3;1;[40, 45, 76];[20];2.1;2.7;3.8;3.1;2.5;https://www.flashscore.com/match/xbslIWAm/#/
b7rpJCes;BRAZIL;SERIE B;2020;15.08.2020;Botafogo SP;Guarani;0;1;0;1;[];[38];2.45;3.3;2.45;2.7;2.25;https://www.flashscore.com/match/b7rpJCes/#/
WKthHjQg;BRAZIL;SERIE B;2020;15.08.2020;Brasil de Pelotas;Oeste;0;0;1;1;[58];[90];2.55;3.0;2.87;3.4;2.5;https://www.flashscore.com/match/WKthHjQg/#/
