id_jogo;nacao;campeonato;ano;dia;home;away;HTHG;HTAG;FTHG;FTAG;home_goal_timings;away_goal_timings;odd_home;odd_draw;odd_away;over25;btts;endereco
Ek34JqPp;BRAZIL;SERIE A;2024;13.04.2024;Internacional;Bahia;0;0;2;1;[73, 83];[70];1.91;3.4;4.33;2.2;2.0;https://www.flashscore.com/match/Ek34JqPp/#/
MFSsX2gp;BRAZIL;SERIE A;2024;13.04.2024;Criciuma;Juventude;1;0;1;1;[37];[65];2.1;3.2;4.0;2.7;2.25;https://www.flashscore.com/match/MFSsX2gp/#/
88n7w5GG;BRAZIL;SERIE A;2024;13.04.2024;Sao Paulo;Fortaleza;0;0;1;2;[85];[66, 80];1.83;3.4;4.5;2.35;2.2;https://www.flashscore.com/match/88n7w5GG/#/
Mipet7Wc;BRAZIL;SERIE A;2024;13.04.2024;Fluminense;Bragantino;1;0;2;2;[45, 68];[48, 53];1.73;3.5;5.25;2.15;2.0;https://www.flashscore.com/match/Mipet7Wc/#/
0rqauRo4;BRAZIL;SERIE A;2024;14.04.2024;Vasco;Gremio;2;0;2;1;[26, 38];[68];2.1;3.3;3.5;2.1;1.95;https://www.flashscore.com/match/0rqauRo4/#/
UHm3vo1A;BRAZIL;SERIE A;2024;14.04.2024;Corinthians;Atletico-MG;0;0;0;0;[];[];2.5;3.1;3.1;2.5;2.1;https://www.flashscore.com/match/UHm3vo1A/#/
4ztGyqoT;BRAZIL;SERIE A;2024;14.04.2024;Atletico GO;Flamengo RJ;0;1;1;2;[63];[45, 90];4.75;3.75;1.73;2.03;1.95;https://www.flashscore.com/match/4ztGyqoT/#/
jXyCxPVM;BRAZIL;SERIE A;2024;14.04.2024;Athletico-PR;Cuiaba;3;0;4;0;[23, 37, 39, 82];[];1.53;3.6;7.0;2.2;2.2;https://www.flashscore.com/match/jXyCxPVM/#/
ShinrT1o;BRAZIL;SERIE A;2024;14.04.2024;Cruzeiro;Botafogo RJ;1;1;3;2;[20, 65, 90];[5, 84];2.15;3.1;3.8;2.4;2.05;https://www.flashscore.com/match/ShinrT1o/#/
vTfjsmHi;BRAZIL;SERIE A;2024;14.04.2024;Vitoria;Palmeiras;0;1;0;1;[];[21];3.75;3.3;2.1;2.2;1.95;https://www.flashscore.com/match/vTfjsmHi/#/
vkWQgQ0c;BRAZIL;SERIE A;2024;16.04.2024;Bahia;Fluminense;1;1;2;1;[35, 62];[4];2.05;3.5;3.75;1.89;1.7;https://www.flashscore.com/match/vkWQgQ0c/#/
06RoWM8j;BRAZIL;SERIE A;2024;17.04.2024;Gremio;Athletico-PR;1;0;2;0;[19, 52];[];2.6;3.25;2.75;2.1;1.91;https://www.flashscore.com/match/06RoWM8j/#/
63n7ZeFr;BRAZIL;SERIE A;2024;17.04.2024;Bragantino;Vasco;1;0;2;1;[9, 78];[63];1.95;3.5;4.0;2.07;1.8;https://www.flashscore.com/match/63n7ZeFr/#/
UwPwiOpG;BRAZIL;SERIE A;2024;17.04.2024;Palmeiras;Internacional;0;1;0;1;[];[45];1.67;3.6;5.75;2.2;2.1;https://www.flashscore.com/match/UwPwiOpG/#/
dhuKWga1;BRAZIL;SERIE A;2024;17.04.2024;Juventude;Corinthians;0;0;2;0;[53, 59];[];3.5;3.0;2.3;2.88;2.25;https://www.flashscore.com/match/dhuKWga1/#/
zwiBYFUl;BRAZIL;SERIE A;2024;17.04.2024;Fortaleza;Cruzeiro;1;0;1;1;[20];[90];1.95;3.4;4.0;2.25;2.05;https://www.flashscore.com/match/zwiBYFUl/#/
