id_jogo;nacao;campeonato;ano;dia;home;away;HTHG;HTAG;FTHG;FTAG;home_goal_timings;away_goal_timings;odd_home;odd_draw;odd_away;over25;btts;endereco
IqIFCnbc;BRAZIL;SERIE A;2011;21.05.2011;Flamengo RJ;Avai;1;0;4;0;[];[];1.44;4.2;7.5;1.8;1.5;https://www.flashscore.com/match/IqIFCnbc/#/
EBBOAQS9;BRAZIL;SERIE A;2011;21.05.2011;Ceara;Vasco;0;0;1;3;[];[];2.25;3.25;3.2;2.15;1.5;https://www.flashscore.com/match/EBBOAQS9/#/
8ISq8OCS;BRAZIL;SERIE A;2011;21.05.2011;Atletico-MG;Athletico-PR;2;0;3;0;[];[];1.8;3.5;4.5;1.75;1.5;https://www.flashscore.com/match/8ISq8OCS/#/
vgJBDSri;BRAZIL;SERIE A;2011;21.05.2011;Santos;Internacional;1;1;1;1;[];[];2.7;3.2;2.6;2.0;1.5;https://www.flashscore.com/match/vgJBDSri/#/
MX6Llq6j;BRAZIL;SERIE A;2011;22.05.2011;Palmeiras;Botafogo RJ;0;0;1;0;[];[];2.0;3.3;3.75;2.0;1.5;https://www.flashscore.com/match/MX6Llq6j/#/
Qgwu94cM;BRAZIL;SERIE A;2011;22.05.2011;Gremio;Corinthians;0;0;1;2;[];[];1.91;3.4;4.0;1.8;1.5;https://www.flashscore.com/match/Qgwu94cM/#/
IiEF22zj;BRAZIL;SERIE A;2011;22.05.2011;Figueirense;Cruzeiro;0;0;1;0;[];[];3.3;3.5;2.1;1.8;1.5;https://www.flashscore.com/match/IiEF22zj/#/
AREB3rLq;BRAZIL;SERIE A;2011;22.05.2011;Coritiba;Atletico GO;0;0;0;1;[];[];1.62;3.8;5.5;1.7;1.5;https://www.flashscore.com/match/AREB3rLq/#/
zLCKB6D3;BRAZIL;SERIE A;2011;22.05.2011;Fluminense;Sao Paulo;0;1;0;2;[];[];2.04;3.4;3.5;1.85;1.5;https://www.flashscore.com/match/zLCKB6D3/#/
8YAS9prG;BRAZIL;SERIE A;2011;22.05.2011;America MG;Bahia;0;1;2;1;[];[];1.91;3.6;3.75;1.85;1.5;https://www.flashscore.com/match/8YAS9prG/#/
6cCRMNRL;BRAZIL;SERIE A;2011;28.05.2011;Internacional;Ceara;0;0;0;1;[];[63];1.3;4.5;11.0;1.67;0.5;https://www.flashscore.com/match/6cCRMNRL/#/
AVIIOqc9;BRAZIL;SERIE A;2011;28.05.2011;Botafogo RJ;Santos;1;0;1;0;[];[];1.75;3.75;4.5;1.8;0.5;https://www.flashscore.com/match/AVIIOqc9/#/
ILP9GL4k;BRAZIL;SERIE A;2011;28.05.2011;Avai;Atletico-MG;1;1;1;3;[];[];2.6;3.4;2.63;1.67;0.5;https://www.flashscore.com/match/ILP9GL4k/#/
25FAQ5Sd;BRAZIL;SERIE A;2011;28.05.2011;Sao Paulo;Figueirense;0;0;1;0;[];[];1.57;3.9;6.0;1.8;0.5;https://www.flashscore.com/match/25FAQ5Sd/#/
0pFEFuKe;BRAZIL;SERIE A;2011;29.05.2011;Cruzeiro;Palmeiras;0;0;1;1;[];[];1.65;3.8;5.0;1.85;0.5;https://www.flashscore.com/match/0pFEFuKe/#/
drDJ1Mkd;BRAZIL;SERIE A;2011;29.05.2011;Corinthians;Coritiba;1;0;2;1;[];[];1.6;3.8;5.5;1.75;0.5;https://www.flashscore.com/match/drDJ1Mkd/#/
lMHMN3CF;BRAZIL;SERIE A;2011;29.05.2011;Bahia;Flamengo RJ;2;1;3;3;[];[];3.1;3.5;2.2;1.8;0.5;https://www.flashscore.com/match/lMHMN3CF/#/
l6ZwMssS;BRAZIL;SERIE A;2011;29.05.2011;Athletico-PR;Gremio;0;1;0;1;[];[];2.1;3.3;3.5;1.85;0.5;https://www.flashscore.com/match/l6ZwMssS/#/
G8JEPPs3;BRAZIL;SERIE A;2011;29.05.2011;Vasco;America MG;1;0;3;0;[];[];1.8;3.5;4.5;1.8;0.5;https://www.flashscore.com/match/G8JEPPs3/#/
